latin_name,english_name,french_name,url,light_from,light_to,bloom_start,bloom_end,soil_humidity_min,soil_humidity_max,min_height,max_height,size,stratification_detail,stratification_duration,sowing_depth,sowing_period,sharing_priority,harvesting_start,harvesting_end,harvesting_indicator,harvesting_mean,seed_head,remove_non_seed_material,viability_test,seed_storage,one_cultivar,packaging_measure,dormancy,seed_preparation,hyperlink,envelope_label_link,harvesting_video_link,seed_picture_link,pods_seed_head_picture_link,seed_storage_label_info,notes,germinate_easy,rock_garden,rain_garden,pond_edge,shoreline_rehab,container_suitable,ground_cover,garden_edge,woodland_garden,wind_break_hedge,erosion_control
Penthorum sedoides,Ditch stonecrop ,Penthorum faux-orpin,https://www.prairiemoon.com/penthorum-sedoides-ditch-stonecrop-prairie-moon-nursery.html,Full Sun,Part Shade,6,9,Wet,,,24,"2’ tall, 1-2’ wide",Cold moist 60d,60,Surface,,"2 - Give us seeds in second priority, after donating priority 1 seeds first",8,8,"Pods are brown and crisp and starting to open, seeds are dark and tiny stem attaching to the main stem is brown. Seeds easily fall off pod when shaken, and little stem connecting the pod to the main stem is brown (not green)","Cut stem (including pods), let air dry in paper bag, then shake seeds off after a few days",Pod,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",A dozen (12) seeds (eyeball),,,,https://docs.google.com/document/d/1a0d5mX-7JnCxr39Y-vdK8lyEI4ovv0Tz21IJr5k6yts/edit,,,,,,,,,,,,,,,,
Persicaria pensylvanica,Pennsylvania smartweed ,Renouée de Pennsylvanie,https://www.prairiemoon.com/polygonum-pensylvanicum-pinkweed-prairie-moon-nursery.html,Part Shade,,6,10,Medium,Wet,,48,"4’ tall, 2’ wide",Cold moist 60d,60,Surface,,"2 - Give us seeds in second priority, after donating priority 1 seeds first",8,8,"Seeds are dark and dry, and easily fall off when you gently pull them off",Use hand to detach from main stem,Pod,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,,,https://docs.google.com/document/d/1YPbbc3OVE8l8DKWL-7eDqNRSMFe3E9F-ftfT7tQn3PY/edit?usp=sharing,,,,,,,,,,,,,,,,
Phlox divaricata,Wild blue phlox ,Phlox divariqué,https://www.prairiemoon.com/phlox-divaricata-wild-blue-phlox-prairie-moon-nursery.html,Part Shade,Full Shade,4,5,Medium,,9,12,"0.75-1’ tall, 0.75-1’ wide",Cold moist 60d,60,Just below surface,,1 - Give in priority,6,6,"Seeds are dark and dry, and easily fall off when you gently pull them off",Use hand to detach from main stem,Pod,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded 1/32 teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=PHLOX%20DIVARICATA,https://docs.google.com/document/d/11zY0yMs4JLoUTNfynVMD0n2wwiQWzaXhorh8bysQ--I/edit?sharingaction=ownershiptransfer,,,,Keep seeds moist in fridge,Ripening is sequential. Collect only ripe but unopened capsules that have become yellowish or light-brown in colour.,,,,,,,,,,,
Phryma leptostachya,American lopseed ,Phryma à épis grêles,https://www.wildflower.org/plants/result.php?id_plant=PHLE5,Part Shade,Full Shade,6,8,Medium,Wet,18,36,1.5-3’ tall,Cold moist 60d,60,,,1 - Give in priority,8,8,,,,,,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=PHRYMA%20LEPTOSTACHYA,https://docs.google.com/document/d/11g6Usoq5qQqpRpdMTbKqzr4oT_kzRa13dYQotH1jALs/edit?sharingaction=ownershiptransfer,,,,,Berries and other plant parts are poisonous if eaten,,,,,,,,,,,
Physocarpus opulifolius,Eastern ninebark ,Physocarpe à feuilles d'obier,https://www.prairiemoon.com/physocarpus-opulifolius-prairie-ninebark-prairie-moon-nursery.html,Full Sun,Part Shade,6,,Medium,,60,96,"5-8’ tall, 4-6’ wide",Cold moist 60d,60,Surface,Plant outdoors in fall,1 - Give in priority,9,9,"Pods are brown, seeds are dark, and crisp, and little stem connecting the pod to the main stem is brown (not green)","Cut stem (including pods), let air dry in paper bag, then shake seeds off after a few days",Head,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",A dozen (12) seeds (eyeball),,,https://wildplantsfromseed.com/html/speciesdata.php?name=PHYSOCARPUS%20OPULIFOLIUS,https://docs.google.com/document/d/1fFYEisEaqBMKp-JrMLSMJ3SKx612ZTvTZ_u37rD1RF8/edit?sharingaction=ownershiptransfer,,,,,,,,,,,,,,,,
Physostegia virginiana,Obedient plant,Physostégie de Virginie,https://www.prairiemoon.com/physostegia-virginiana-obedient-plant-prairie-moon-nursery.html,Full Sun,Part Shade,7,9,Medium,Wet,36,48,"3-4’ tall, 2-3’ wide",Cold moist 60d,60,Just below surface,,1 - Give in priority,9,9,"Pods are brown, seeds are dark, and crisp, and little stem connecting the pod to the main stem is brown (not green)","Cut stem (including pods), let air dry in paper bag, then shake seeds off after a few days",Pod,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded 1/32 teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=PHYSOSTEGIA%20VIRGINIANA,https://docs.google.com/document/d/1uXu5509Ek8-PMD46N2GY_F84e65Mz116m23V6N1oH9c/edit?usp=sharing,,,,,,,,,,,,,,,,
Phytolacca americana,,,,,,,,,,,,,,,,,3 - Do not donate,,0,,,,,,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded 1/32 teaspoon,,,,,,,,,,,,,,,,,,,,
Plantago rugelii,Rugel's plantain ,Plantain de Rugel,https://www.illinoiswildflowers.info/weeds/plants/bs_plantain.htm,Full Sun,Part Shade,6,9,Dry,Medium,3,12,3-12” tall,,,,Direct sow in spring,"2 - Give us seeds in second priority, after donating priority 1 seeds first",8,8,"Seeds are dark and dry, and easily fall off when you gently pull them off",Use hand to detach from main stem,Head,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,,,,https://docs.google.com/document/d/1jDEBVkTJ7EKcUpfGGvDkIsWFogvbhdkYodPM2zc0_Vk/edit?usp=sharing,,,,,,,,,,,,,,,,
Platanus occidentalis,,,,,,,,,,,,,,,,,1 - Give in priority,9,9,,,,,,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ⅛ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=PLATANUS%20OCCIDENTALIS,,,,,,,,,,,,,,,,,
Polanisia dodecandra,Common clammyweed ,Polanisie à douze étamines,https://www.wildflower.org/plants/result.php?id_plant=podo3,Full Sun,,7,9,Dry,,12,24,1-2’ tall,Cold moist 30d,30,¼”,,1 - Give in priority,,0,,,,,,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ⅛ teaspoon,,,https://gobotany.nativeplanttrust.org/species/polanisia/dodecandra/,https://docs.google.com/document/d/17Xk9sCOMMVSdC1HNpepIwVPEUE-FmrC5lFFJb9vdrk0/edit?usp=sharing,,,,,,,,,,,,,,,,
Pontederia cordata,Pickerelweed ,Pontédérie cordée,https://www.prairiemoon.com/pontederia-cordata-pickerelweed,Full Sun,,6,8,Wet,,24,48,"2-4’ tall, 1-2’ wide",Cold moist 60d,60,Surface,,1 - Give in priority,8,9,Pods are brown and slightly open,"Open the pod, remove seeds",Head,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","Yes, do not donate unless you know source, and there are no known cultivars in your garden or at proximity",1 rounded ¼ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=PONTEDERIA%20CORDATA,https://docs.google.com/document/d/19CixY9gKdQbU7dILJ-2Y_lEKO61lPOuWb-MCgWFobqA/edit,,,,Keep seeds moist in fridge,,,,1,1,,,,,,,
Potentilla supina,Spreading cinquefoil ,Potentille couchée,https://www.minnesotawildflowers.info/flower/bushy-cinquefoil,Full Sun,,6,8,Medium,,6,30,0.5-1.5’ tall,Cold moist 90d,90,,,1 - Give in priority,,0,,,,,,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,,,,https://docs.google.com/document/d/1ODuWO3q2e_nNZfSTAmzZqnOsYQH_zf-FCoMZZrzoIkg/edit?sharingaction=ownershiptransfer&tab=t.0,,,,,Also goes by name: Potentilla paradoxa,,,,,,,,,,,
Prunella vulgaris var. lanceolata,Lance-leaved self-heal ,Brunelle commune,https://gobotany.nativeplanttrust.org/species/prunella/vulgaris/,Full Sun,Part Shade,6,8,Medium,Wet,24,144,2-12” tall,,,Just below surface,,1 - Give in priority,8,11,"Pods are brown and crisp and starting to open, seeds are dark and tiny stem attaching to the main stem is brown. Seeds easily fall off pod when shaken, and little stem connecting the pod to the main stem is brown (not green)",Cut top edge then shake seeds off in bag or container,Pod,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,,,,https://docs.google.com/document/d/1UtVyakVR4DSLmZNDuXL6AqJ1tlX1tqtqR-G7jsxVh3U/edit,https://www.youtube.com/watch?v=gXSDTHv1dI8&t=22s,,https://drive.google.com/drive/u/0/folders/1UOLdF7w_5hb_J8DvkiGsvPDS5SXzKpMo,,"So while common self-heal does not have cultivars, we are surrounded by non-native common self-heal that was introduced from Europe. Most of the one we find in our parks and gardens are not native. Unless you know the origin and or can get an expert to validate, we ask you not to donate what you have thanks.",1,,,,,,,,,,
Prunus pensylvanica,Pin cherry ,Cerisier de Pennsylvanie,https://plants.ces.ncsu.edu/plants/prunus-pensylvanica/,Full Sun,,4,5,Medium,Wet,,360,30+’ tall,"Warm moist 60d, then Cold moist 90d",150,¼”,,1 - Give in priority,7,8,Berries are ripen and easily fall off or have fallen off,"Put berries through strainer to separate seeds, then rinse with water",Berry,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=PRUNUS%20PENSYLVANICA,https://docs.google.com/document/d/1PCcfQ1PYe02rjhvdjsuH1uUASJ39hNNUp-aj2Q4ECuY/edit?usp=sharing,,,,,,,,,,,,,,,,
Prunus pumila,Sand cherry,Cerisier nain,https://www.wildflower.org/plants/result.php?id_plant=prpu3,Full Sun,,5,6,Dry,,36,72,3-6’ tall,"Warm stratify 60d, then Cold moist 120d",180,⅜”,,1 - Give in priority,7,8,,,,,,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ⅛ teaspoon,,Soak for 24h,https://wildplantsfromseed.com/html/speciesdata.php?name=PRUNUS%20PUMILA,https://docs.google.com/document/d/1WflS-ViBSsn8Yr42KDKRXTkwbVJGeSu3Kd5JEPy7slc/edit?sharingaction=ownershiptransfer&tab=t.0,,,,,,,,,,,,,,,,
Ptelea trifoliata,Common hop-tree,Ptéléa trifolié,https://www.prairiemoon.com/ptelea-trifoliata-wafer-ash-prairie-moon-nursery.html,Part Shade,,5,6,Dry,Medium,240,240,"Up to 20’ tall, 12-15’ wide",,,½”,,"2 - Give us seeds in second priority, after donating priority 1 seeds first",10,11,Pods are released from plant,Nut has been released from tree,Pod,No,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,Double dormancy,"Scarify, soak in warm water for 24h",https://wildplantsfromseed.com/html/speciesdata.php?name=PTELEA%20TRIFOLIATA,https://docs.google.com/document/d/18ld7FL4-qD5iGl_x8jfvvtW1cUffXXycl4cO1CLcADk/edit,,,,,Harvest samaras (seeds) in late summer to early fall as soon as they turn light yellow-brown. Wings can be left on.,,,,,,,,,,,
Pulsatilla nuttalliana,Prairie pasqueflower ,Pulsatille multifide,https://www.wildflower.org/plants/result.php?id_plant=PUPAM,Full Sun,,4,5,Dry,Medium,6,12,"0.25-1’ tall, 0.25-0.5’ wide",,,⅛”,Sow outdoors in the fall,1 - Give in priority,5,5,Seeds have become fluffy and can be easily removed by shaking on gently pulling off from stem,Use hand to detach from main stem,,,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,,,,https://docs.google.com/document/d/1hraCbz79MCUAX8E2V6hax5Z16Wzq4wPdJHO37SNQpM0/edit?usp=sharing,,,,,,,,,,,,,,,,
Pycnanthemum tenuifolium,Slender mountain-mint ,Pycnanthème à feuilles étroites,https://www.prairiemoon.com/pycnanthemum-tenuifolium-slender-mountain-mint-prairie-moon-nursery.html,Full Sun,Part Shade,6,9,Medium,,24,36,"2-3’ tall, 1.5-3’ wide",,,Surface,Late spring in warm soil,1 - Give in priority,11,11,"Pods are brown and crisp and starting to open, seeds are dark and tiny stem attaching to the main stem is brown. Seeds easily fall off pod when shaken, and little stem connecting the pod to the main stem is brown (not green)",Cut top edge then shake seeds off in bag or container with rock or equivalent,Head,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,,,,https://docs.google.com/document/d/15tdKuSXFbA00cp18y0-op9MUrqDYm5VDSWwWku7krp4/edit?usp=sharing,,,,,,,,,,,,,,,,
Pycnanthemum verticillatum,Whorled mountain-mint,Pycnanthème verticillé,https://www.prairiemoon.com/pycnanthemum-verticillatum-var-pilosum-hairy-mountain-mint-prairie-moon-nursery.html,Full Sun,Part Shade,7,8,Medium,,,36,"3’ tall, 1-1.5’ wide",,,,,1 - Give in priority,11,11,"Pods are brown and crisp and starting to open, seeds are dark and tiny stem attaching to the main stem is brown. Seeds easily fall off pod when shaken, and little stem connecting the pod to the main stem is brown (not green)",Cut top edge then shake seeds off in bag or container with rock or equivalent,Head,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,,,,https://docs.google.com/document/d/1eu6owNNoF-_tL8sFYdL9mLxnl4P8MBh5obLC-Xm0TTw/edit,,,,,,,,,,,,,,,,
Pycnanthemum virginianum,Virginia mountain-mint,Pycnanthème de Virginie,https://www.prairiemoon.com/pycnanthemum-virginianum-mountain-mint-prairie-moon-nursery.html,Full Sun,Part Shade,6,9,Medium,Wet,,36,"3’ tall, 1-1.5’ wide",,,Surface,Late spring in warm soil,1 - Give in priority,9,10,"Pods are brown and crisp and starting to open, seeds are dark and tiny stem attaching to the main stem is brown. Seeds easily fall off pod when shaken, and little stem connecting the pod to the main stem is brown (not green)",Cut top edge then shake seeds off in bag or container with rock or equivalent,Head,Yes,No test needed before donating,"Air Dry in paper bag or open container, for a few days until crisp, shaking seeds to move them once in a while to prevent molding","No, you can donate without knowing the source as there are only straight species",1 rounded ¼ teaspoon,,,https://wildplantsfromseed.com/html/speciesdata.php?name=PYCNANTHEMUM%20VIRGINIANUM,https://docs.google.com/document/d/18kFEKqM8F1eZKhr1_UzVmH8t-Xj6MkoZgfc_Jq-t7wc/edit#,,,,,,1,,,,,1,,,,,
